,상품코드,상품,ABC,단품가로(mm),단품세로(mm),단품높이(mm),중량(g)
1809,8802863124518,제이엠마그네슘,C,42,67,59,23
1810,8809356270028,Mayu Cream  30ml(무향),B,7,7,54,51
1811,900102,도트마커,C,61,60,64,246
1812,8809393500973,프루낵 제주감귤 20g X 5입,B,95,8,44,197
1813,0081005,PET BED-White,B,17,7,12,256
1814,5727UUU-002A,"베르벨라파운데이션팩트MY NAME IS BELLA,,,",B,43,97,80,13
1815,8809193495035,기초 3종 싸바리 ,A,27,51,33,281
1816,8809193495035,기초 3종 싸바리 ,A,64,53,86,35
1817,8809491945447,길라 롱웨어 립크림 08호,C,8,92,98,262
1818,7118409000224,사진카드(질문편),A,46,86,42,274
1819,8809679580019,캐칭환 아웃박스(10포),A,25,86,88,56
1820,2101VF050,옛새 벨벳포레스트 오 드 퍼퓸 50ML,B,87,46,25,113
1821,8809990340262,젖병세정제,B,88,15,33,184
1822,8802863124525,제이엠셀레늄아연,C,68,29,8,154
1823,8809990340248,세탁세제(유아용-유향),A,7,82,24,30
1824,900102,도트마커,A,78,63,16,223
1825,900102,도트마커,A,13,44,55,214
1826,IN-MS-002,인소의 법칙 문구세트 _반여령,B,82,68,40,189
1827,8809465970307,은가비 감귤과즐,A,24,89,24,29
1828,0114-02,캐칭환 꽐라프리 1봉지(50포),B,57,28,58,299
1829,7118409000040,평화형성질문카드,B,90,26,61,135
1830,1KSENV,스타아이드 키링(네이비),A,83,94,75,208
1831,5727UUU-003A,"베르벨라파운데이션팩트SIGNATURE,,,",A,64,24,84,185
1832,8809393501062,프루낵 다크 초코 12개입,B,11,99,63,125
1833,0137-99,철제바구니,A,40,64,66,79
1834,8809375786487,십일장생 프로젝트(박스),A,87,67,82,51
1835,9BDS0000210,그란디디에 다즐링홍차 설탕클렌징세럼 150ML,B,55,47,16,298
1836,O0FBCB43004XXX,루키크로스바디 CREAM,A,81,65,55,184
1837,MINI_DOT_12,미니도트_12,C,53,56,3,92
1838,8809990325108,까미모 헤어로스 프로페셔널 샴푸,A,76,9,56,122
1839,80311010,중급한자2,C,41,96,99,295
1840,8809085105219,하와이ICE크림,C,1,49,19,43
1841,8801121768075,[앨리슨]아몬드 브리즈 바나나 190ml 24개입,C,56,53,45,237
1842,JJ-0001,프루낵 화이트초코칩스(100g),C,51,16,26,89
1843,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,C,52,3,92,54
1844,PP4_DT,PP보드,C,45,66,49,95
1845,8809563068333 ,베지크 슈퍼 카밍 세럼,C,85,32,3,57
1846,0137-99,철제바구니,A,96,64,89,105
1847,0210SET1,"크림세트A-크림 3,비누 2,크림샘플 1",C,16,8,87,206
1848,NBPV7F812P2513000,"KVRUSP1I, (25)Pink, 130",A,34,20,11,213
1849,PBW-35 (Silver) NEW,휴대폰 무선충전기 FLEXIN (색상: Silver) NEW,C,61,43,2,254
1850,snfacvt02,사노핏 애플사이다비니거 포스트바이오틱스 2개월 분,B,78,37,69,17
1851,0081010,PET BED-Grey 385,A,16,90,46,180
1852,2021071401,우도땅콩새싹차,C,20,31,8,61
1853,8809990414871,핸들 스트랩 노트북 파우치 L 피넛,B,59,27,1,294
1854,0161-010,"켄싱턴 마스터카톤 M [15.4""~17.3""인치]",A,94,32,61,149
1855,RM204J007LI,아무르 크리스탈 넥크리스(라이트 핑크) LIGHT PINK_F,A,53,59,79,132
1856,i0005,아큐민 수용성 커큐민 젤리,B,72,26,75,284
1857,8809738603505,드 메모리아 #01 스펠로 ,C,4,46,50,32
1858,CMZ110618,냥이월드 스퀘어(M),A,85,12,46,49
1859,0120-01,집게,C,61,28,87,4
1860,0057-73,new 로고티 - 그레이,A,88,40,22,297
1861,8809733530059,칠십이스퀘어핸드세니타이저겔(에탄올)-300ml,B,6,90,64,235
1862,8809990340248,세탁세제(유아용-유향),B,51,37,3,184
1863,snfacvt02,사노핏 애플사이다비니거 포스트바이오틱스 2개월 분,C,84,29,8,287
1864,8809990414819,웨이브백 M 네이비,A,24,8,26,173
1865,8809990340262,젖병세정제,A,87,74,13,248
1866,GNGHRSP001-V01,고잉그레이 샴푸 하이 컬러,A,85,3,88,158
1867,O9SBCB81231XXX,로티새들크로스바디 DEEPGREEN XXX,C,34,78,86,181
1868,snfacvt06,사노핏 애플사이다비니거 포스트바이오틱스 6개월 분(1입),C,52,46,10,45
1869,8809375786487,십일장생 프로젝트(박스),C,78,34,6,51
1870,8809764510037,(1매) 프레쉬힐 KF94 마스크(새부리형/블랙),A,21,34,21,132
1871,20LSOU0BE,"[하울팟]아웃도어 리드줄,F,베이지",A,3,56,30,194
1872,80311010,중급한자2,A,36,42,61,192
1873,PP204P0406PK,Rainbow socks 6pack for baby,C,84,61,29,226
1874,0210SET1,"크림세트A-크림 3,비누 2,크림샘플 1",A,2,6,68,260
1875,8809375786487,십일장생 프로젝트(박스),B,26,73,51,28
1876,0137-99,철제바구니,C,72,7,10,148
1877,2KSEOR,스타아이드 키링(오렌지),B,73,90,44,132
1878,GNGHRTR004-V01,고잉그레이 트리트먼트 에쉬로제,C,11,13,22,93
1879,0114-02,캐칭환 꽐라프리 1봉지(50포),B,38,62,40,97
1880,VD-MT-001,악역의 엔딩은 죽음뿐 마스킹 테이프 vol.1,A,9,71,82,91
1881,2101NF050,옛새 누드인포그 오 드 퍼퓸 50ML,B,8,48,58,250
1882,8809679580019,캐칭환 아웃박스(10포),A,82,3,47,97
1883,10002420001,silk scarf-beige-one size(65*65),B,28,62,51,253
1884,CNLMULS008-V01,플러피 벨벳 립 무스 #RD01,C,87,59,92,124
1885,8809563706105,KMC크린에이디비말마스크(50매),B,12,75,35,280
1886,DEF001,블랙 삼각 덤벨(1.5kg),B,4,89,31,4
1887,8802863124518,제이엠마그네슘,C,46,66,25,255
1888,9791195941162,치매를 위한 작업치료 중재 용어집,A,57,86,28,189
1889,4100014111000,뚜레쥬르 파우더수납장,B,61,80,32,98
1890,CMZ111677,고양이 창문해먹 미니,B,71,61,43,180
1891,8809793590178,쓰리블랜드오일 미니 골든 ,C,48,93,23,104
1892,8809375786487,십일장생 프로젝트(박스),C,42,38,94,174
1893,8809990340255,섬유유연제(유아용),B,59,13,28,124
1894,8801121763940,[앨리슨]아몬드 브리즈 언스위트 190ml 24개입(18801121030971),A,57,85,85,79
1895,8809990340262,젖병세정제,C,23,92,70,276
1896,8809563706105,KMC크린에이디비말마스크(50매),A,68,77,63,283
1897,0137-99,철제바구니,A,91,71,12,181
1898,8809375786487,십일장생 프로젝트(박스),A,67,37,37,295
1899,9BDSKIT2,그란디디에 다즐링홍차 설탕클렌징세럼 30ML,C,78,31,89,177
1900,0159-006,모카 일반 스티커,A,79,19,62,91
1901,8809990340200,주방세제,A,84,42,43,218
1902,KDK00734RDF,텐나인(B)-KDK00734-레드,A,29,28,14,235
1903,8809309727050,제이엠아르기닌4000,B,99,98,7,147
1904,PP204P0466PK,Mouse cheese socks 6pack for baby,A,12,73,8,267
1905,802980111116,히말라야 핑크솔트,C,84,50,31,170
1906,8809990414871,핸들 스트랩 노트북 파우치 L 피넛,B,88,82,13,206
1907,Logo Hoody Blue-L,로고 후드-블루 컬러,A,8,62,81,143
1908,8801121763940,[앨리슨]아몬드 브리즈 언스위트 190ml 24개입(18801121030971),B,69,84,59,107
1909,8809764510020,(1매) 프리스틴 KF94 마스크(새부리형/화이트),B,3,78,49,154
1910,802980111154,히말라야 핑크솔트 300g,A,27,95,2,37
1911,7118409000095,나뭇잎 스티커,A,43,96,73,111
1912,RM212S002IV240,RM212S002IVORY,A,90,14,94,47
1913,10001,힙딥밴드3종 + 4주운동패키지(QR),B,4,94,12,114
1914,O1SBCB27130XXX,알리 크로스바디 VANILLA CREAM XXX,B,68,79,89,268
1915,8809563706105,KMC크린에이디비말마스크(50매),B,9,20,27,274
1916,72SQ-005030,안티포그 풀페이스,B,65,22,48,149
1917,0210SET1,"크림세트A-크림 3,비누 2,크림샘플 1",A,39,28,22,231
1918,8802863124518,제이엠마그네슘,A,84,99,68,225
1919,GNGHRSP001-V01,고잉그레이 샴푸 하이 컬러,A,53,37,84,208
1920,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,A,73,50,54,239
1921,O2SBSD36048XXX,바히아 숄더_CLOUD,A,81,11,8,191
1922,ONF-SD-01,온 오어 오프 SD피규어-대형,A,86,71,48,83
1923,8802863124518,제이엠마그네슘,A,24,65,5,175
1924,8809823070281,비스킷롤M 코발트블루,C,41,82,2,95
1925,8801121768068,[앨리슨]아몬드 브리즈 초콜릿 190ml 24개입,C,76,79,83,98
1926,8801121768068,[앨리슨]아몬드 브리즈 초콜릿 190ml 24개입,C,75,47,24,118
1927,8809309727050,제이엠아르기닌4000,B,37,22,43,33
1928,CMZ110366,스컹크,B,40,59,35,12
1929,1019,EK샘플 모이스쳐인텐시브스킨,B,22,74,13,213
1930,CMZ110489,고양이 윈도우 해먹4,C,6,91,7,205
1931,802980111154,히말라야 핑크솔트 300g,B,92,3,22,167
1932,VD-CC-001,악역의 엔딩은 죽음뿐 컬렉팅카드 vol.1,C,18,21,23,153
1933,8003753168128,캡슐커피: 일리 네스프레소 호환캡슐 디카페인,A,14,67,65,47
1934,GNGHRTR003-V01,고잉그레이 트리트먼트 블루문네이비,C,72,84,93,69
1935,7118409000255,실천약속카드,A,23,16,86,222
1936,0120-01,집게,B,47,15,42,35
1937,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,A,3,98,61,251
1938,8809679580019,캐칭환 아웃박스(10포),A,20,56,39,265
1939,RM212S002IV245,RM212S002IVORY,A,74,80,7,182
1940,8000070043206,원두커피: 2. 라바짜 골드셀렉션,A,55,25,90,281
1941,8809679580019,캐칭환 아웃박스(10포),C,58,24,4,35
1942,7118409000125,열매 스티커,A,12,95,49,68
1943,8809614952635,더퓨어로터스 연꽃잎 마스크 주름개선 [1box/5ea],A,43,76,2,294
1944,8809990414833,웨이브백 L 네이비,B,19,34,41,67
1945,8809393501130,프루낵 다크 초코 20개입,B,2,1,80,165
1946,Sweat Pants L-grey M,Ballon Sweat Pants (L/grey)(사이즈=M),B,99,96,82,223
1947,5285001951833,Elegance Plus Shaving Gel 500ml,C,97,57,56,127
1948,O2SBSD51009XXX,달리 숄더_BLACK,C,58,67,2,288
1949,NBPD9S409N59250,"CM878RSD,Navy,250",B,26,10,38,125
1950,0137-99,철제바구니,B,1,66,52,201
1951,2111DK000,옛새 디스커버리 키트(샘플),A,38,40,16,106
1952,Sweatshirts Black-XL,Ballon Sweatshirts (Black)(사이즈=XL),C,58,58,23,281
1953,8809375786487,십일장생 프로젝트(박스),A,10,56,4,279
1954,LSSS21B004SB,스위치백 크로커 샌드베이지,C,26,80,58,38
1955,8809375786487,십일장생 프로젝트(박스),C,55,89,82,226
1956,8809738595817,길라 플랜트 세럼 클렌저 위드 사프란 익스트렉트,C,35,23,1,51
1957,s0018,사노핏애플사이다비니거 1L병,B,56,23,13,14
1958,8809309727050,제이엠아르기닌4000,B,89,50,35,278
1959,80311010,중급한자2,B,61,14,91,81
1960,8809563706105,KMC크린에이디비말마스크(50매),A,93,92,59,250
1961,8809990325108,까미모 헤어로스 프로페셔널 샴푸,B,60,81,80,226
1962,8809990414802,웨이브백 M 아이보리,C,12,91,17,7
1963,9BDSKIT2,그란디디에 다즐링홍차 설탕클렌징세럼 30ML,A,68,51,79,119
1964,8809823070397,다담지갑 피넛,A,74,31,10,210
1965,8809733530066,칠십이스퀘어핸드세니타이저액(에탄올)-30ml,C,37,83,49,225
1966,8809563706105,KMC크린에이디비말마스크(50매),B,20,65,84,226
1967,9BDSKIT2,그란디디에 다즐링홍차 설탕클렌징세럼 30ML,A,25,90,76,173
1968,8809375786487,십일장생 프로젝트(박스),A,42,38,43,50
1969,2101NF011,옛새 누드인포그 오 드 퍼퓸 11ML,C,65,10,92,20
1970,IN-NN-001,인소의 법칙 중철노트,C,42,89,82,49
1971,8809990414819,웨이브백 M 네이비,A,67,29,22,137
1972,IN-AK-006,인소의 법칙 아크릴 키링 F. 권은형,C,79,49,33,191
1973,8809990340262,젖병세정제,B,47,20,62,84
1974,8809733530066,칠십이스퀘어핸드세니타이저액(에탄올)-30ml,A,77,48,71,106
1975,5727UUU-003A,"베르벨라파운데이션팩트SIGNATURE,,,",C,14,50,14,79
1976,8809990340231,세탁세제(유아용-무향),B,44,72,73,208
1977,10012320002,[TA221JK01P] double breast stripe suit(jacket)-black-1(1),B,57,72,44,24
1978,snfacvt06,사노핏 애플사이다비니거 포스트바이오틱스 6개월 분(1입),C,29,28,51,112
1979,8809563706105,KMC크린에이디비말마스크(50매),A,7,28,72,63
1980,AB-COFL,CO_꽃,B,69,94,28,66
1981,8809733530059,칠십이스퀘어핸드세니타이저겔(에탄올)-300ml,A,8,75,9,193
1982,8809653770856,"(2매)에어퀸 비말차단마스크 ""낱장피킹!!""",A,35,55,5,267
1983,8809356270127,어랑어랑 로션,B,41,6,81,298
1984,TL-AF-001,이번 생은 가주가 되겠습니다 아크릴 액자 vol 1. 피렌티아,B,6,75,2,197
1985,10013820002,[TA221VT53P] stitch slim vest-black-1,B,66,3,75,47
1986,GNGHRTR001-V01,헤어 트리트먼트 클리어 블랙,B,96,41,86,14
1987,7613036957106,스타벅스 하우스 블렌드 10캡슐,C,17,40,79,246
1988,8809764510037,(1매) 프레쉬힐 KF94 마스크(새부리형/블랙),C,1,66,71,144
1989,GNGHRSP001-V01,고잉그레이 샴푸 하이 컬러,B,70,72,66,38
1990,GNGHRSP001-V01,고잉그레이 샴푸 하이 컬러,B,3,76,1,175
1991,0114-02,캐칭환 꽐라프리 1봉지(50포),C,96,49,74,4
1992,ONF-SD-02,온 오어 오프 SD피규어-이영,B,7,8,44,65
1993,O1FBSD68143XXX,그레타 숄더 BRICK ORANGE,A,8,72,5,261
1994,CMZ110489,고양이 윈도우 해먹4,A,91,9,54,239
1995,O8FHLW01086055,램스킨 후드 루즈핏 자켓 BURGUNDY 055,B,8,43,82,27
1996,8809193495066,퀘르세타이드 비비 크림,A,3,41,23,27
1997,9BDSKIT3,그란디디에 다즐링홍차 브라이트닝에센스25ML,B,57,55,97,53
1998,s0018,사노핏애플사이다비니거 1L병,A,95,10,12,254
1999,72SQ-0010101,72square 스타일 마스크 매쉬 블랙 L,C,52,62,27,43
2000,O1FBTT28139XXX,카일리 토트 FOSSIL TAUPE,C,10,92,32,138
2001,IN-TP-001, 인소의 법칙 태피스트리,B,9,42,3,236
2002,8809679580019,캐칭환 아웃박스(10포),A,46,37,71,232
2003,VD-MT-001,악역의 엔딩은 죽음뿐 마스킹 테이프 vol.1,A,57,37,99,234
2004,8809990340262,젖병세정제,B,95,7,79,65
2005,8809491945478,길라 롱웨어 립크림 11호,A,40,21,76,132
2006,8809309727050,제이엠아르기닌4000,C,36,84,83,290
2007,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,B,77,70,68,185
2008,UG-ID-001,녹색전상 증명사진세트 vol.1,A,81,31,37,30
2009,CMZ111707,멀티캣 고양이 해먹,B,91,52,89,248
2010,0057-77,트레이닝 셋업 하의 - 아이보리,B,7,97,96,25
2011,SM4000001,교원그룹 선물세트,C,51,6,27,113
2012,Ballon Ball Cap (Navy),Ballon Ball Cap (Navy),A,95,48,88,168
2013,RM204J019WH,카렌 허기 훕 이어링 WHITE_F,A,14,13,90,6
2014,8809764510020,(1매) 프리스틴 KF94 마스크(새부리형/화이트),A,3,30,18,64
2015,O2SGAC11116XXX,가죽 파우치_SHADOW YELLOW,B,43,30,38,50
2016,Medium Bag(Tan),미디움 백-탄,C,4,38,13,204
2017,8809393500973,프루낵 제주감귤 20g X 5입,B,66,93,48,230
2018,8809375786487,십일장생 프로젝트(박스),C,28,85,1,254
2019,CMZ111677,고양이 창문해먹 미니,B,88,66,37,173
2020,0120-01,집게,B,21,62,60,99
2021,72SQ-010224,"포인트앤뷰 개인정보 보호필름 24"" W9",B,90,79,20,214
2022,8809990340255,섬유유연제(유아용),B,87,64,50,24
2023,10010720001,[TA212SK07P] tweed pocket skirt set up(skirt)-0,B,21,45,64,175
2024,O9SBCB81150XXX,로티 새들 크로스바디+SPACE BLUE,A,2,21,80,183
2025,9BDSKIT2,그란디디에 다즐링홍차 설탕클렌징세럼 30ML,A,57,33,50,171
2026,Ballon Ball Cap (Navy),Ballon Ball Cap (Navy),B,29,4,42,194
2027,8809614952611,더퓨어로터스 연꽃잎 마스크 피부진정 앤 미백 [1box/5ea],B,83,23,21,110
2028,8809614952611,더퓨어로터스 연꽃잎 마스크 피부진정 앤 미백 [1box/5ea],B,58,59,21,240
2029,NKPM5S578B0M17000,"KA1508SW(P), M, 170",A,52,66,98,22
2030,0120-01,집게,B,88,42,24,271
2031,CNLMUBL005-V02,돔-글 블러셔 #HL01 내추럴하이라이터,A,26,41,57,109
2032,2101VF011,옛새 벨벳포레스트 오 드 퍼퓸 11ML,B,20,74,98,146
2033,8809563706105,KMC크린에이디비말마스크(50매),C,37,10,20,284
2034,2021071401,우도땅콩새싹차,C,86,49,86,201
2035,Sub0010,펌프,A,37,37,57,230
2036,0210SET1,"크림세트A-크림 3,비누 2,크림샘플 1",B,20,42,2,258
2037,8809679580019,캐칭환 아웃박스(10포),C,85,81,95,262
2038,8809990340262,젖병세정제,C,59,97,89,68
2039,9BDSKIT2,그란디디에 다즐링홍차 설탕클렌징세럼 30ML,C,54,31,66,19
2040,O9FBCB31009XXX,벤틀리 크로스바디 BLACK XXX,B,15,85,57,214
2041,8809990414826,웨이브백 L 아이보리,C,33,83,71,29
2042,CMZ110489,고양이 윈도우 해먹4,C,95,17,76,63
2043,RM204J016PC,테아 스터드 세트 PEACH_F,B,15,57,19,206
2044,8809375786487,십일장생 프로젝트(박스),C,40,91,84,39
2045,8003753168128,캡슐커피: 일리 네스프레소 호환캡슐 디카페인,A,15,25,37,226
2046,PP204P0406PK,Rainbow socks 6pack for baby,B,54,62,59,112
2047,0210SET1,"크림세트A-크림 3,비누 2,크림샘플 1",A,40,23,14,141
2048,10005620002,stripe point slim knit white -M,B,35,66,37,41
2049,CMZ110731,우유팩딸기,C,4,11,8,105
2050,JUMBO_DT,점보스케치북도트,A,74,47,12,227
2051,0057-79,트레이닝 셋업 하의 - 베리페리,A,25,20,36,89
2052,7118409000224,사진카드(질문편),C,70,44,50,75
2053,2021071401,우도땅콩새싹차,B,82,99,34,243
2054,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,A,41,21,59,184
2055,10006520001,multi cooler bag-green,C,68,96,67,106
2056,O1FBCB28048XXX,알리 크로스바디 CLOUD XXX,C,25,32,14,140
2057,20LSOU0BR,"[하울팟]아웃도어 리드줄,F,브라운",A,21,80,71,144
2058,8809823070304,다이어리 아이보리,C,96,69,10,250
2059,8809733530059,칠십이스퀘어핸드세니타이저겔(에탄올)-300ml,B,79,82,91,195
2060,CNLMUMA001-V01,크리스앤릴리 아이워너비 픽스카라,B,91,84,5,220
2061,8809079203426,더퓨어로터스 제주 보태니컬 pH 밸런싱 클렌저,A,59,40,20,134
2062,ONF-SD-02,온 오어 오프 SD피규어-이영,B,87,58,98,62
2063,BT_5,공병_5세트,B,2,33,75,163
2064,5285001951833,Elegance Plus Shaving Gel 500ml,B,87,16,62,227
2065,8809738598603,드 메모리아 #07 호이안 (30ml),B,46,34,15,272
2066,2111DK000,옛새 디스커버리 키트(샘플),A,32,39,74,260
2067,72SQ-021133,포인트앤뷰 스탠바이미  BLC 27인치,A,7,16,98,273
2068,8809193495066,퀘르세타이드 비비 크림,C,10,9,4,261
2069,8809990310708,청심청결 올인원 식기세척기,A,13,36,82,17
2070,0210SET1,"크림세트A-크림 3,비누 2,크림샘플 1",A,58,39,72,125
2071,0137-99,철제바구니,B,29,66,43,21
2072,8809309727050,제이엠아르기닌4000,A,11,73,1,97
2073,snfacvt06,사노핏 애플사이다비니거 포스트바이오틱스 6개월 분(1입),C,17,91,89,48
2074,10010920002,[TA212JK07P_TA212SK07P] tweed pocket skirt set up(set)-1,C,55,29,7,94
2075,VD-MT-001,악역의 엔딩은 죽음뿐 마스킹 테이프 vol.1,C,31,67,22,251
2076,8809393501161,프루낵 다크 초코 5개입,A,19,7,12,165
2077,DEF000,블랙 플레이트 세트(5kg),B,13,34,74,198
2078,8809653770856,"(2매)에어퀸 비말차단마스크 ""낱장피킹!!""",B,23,9,42,282
2079,8809563706105,KMC크린에이디비말마스크(50매),C,85,37,57,259
2080,8809990340262,젖병세정제,B,60,91,74,192
2081,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,C,82,78,3,141
2082,8809436850652,에포나 홍삼 골드 화이트닝 크림,B,49,87,31,113
2083,GNGHRTR001-V01,헤어 트리트먼트 클리어 블랙,B,91,45,5,265
2084,8809733530059,칠십이스퀘어핸드세니타이저겔(에탄올)-300ml,B,9,13,71,97
2085,9BDSKIT3,그란디디에 다즐링홍차 브라이트닝에센스25ML,A,17,50,87,13
2086,0057-41,화이트-TYPE2-MAT,B,3,40,13,35
2087,0114-02,캐칭환 꽐라프리 1봉지(50포),B,11,38,48,91
2088,8809990340262,젖병세정제,A,25,58,81,40
2089,8809356270028,Mayu Cream  30ml(무향),B,99,90,69,292
2090,NKPM6S537B0M130,"KA207PBI, M, 130",A,7,20,88,46
2091,8809764510020,(1매) 프리스틴 KF94 마스크(새부리형/화이트),A,47,22,53,71
2092,8809375786487,십일장생 프로젝트(박스),C,50,30,88,229
2093,GNGHRSP001-V01,고잉그레이 샴푸 하이 컬러,A,33,65,30,153
2094,8809990325115,까미모 헤어로스 프로페셔널 워터 트리트먼트,B,91,84,60,139
2095,8809823070250,루트백팩 피넛,C,5,85,65,297
2096,8809990340262,젖병세정제,B,84,59,77,288
2097,10000320002,레더 와이드 미들 팬츠-블랙-M,A,98,98,19,65
2098,s0030,사노그래프 린앤컷 마이 애사비 구미,A,44,98,87,7
2099,8809793590055,트랩워터 모어라이크 에센스 앤드 쿨리,A,38,33,35,198
2100,0057-73,new 로고티 - 그레이,C,56,89,28,244
2101,8809990340262,젖병세정제,C,33,76,65,72
2102,0137-99,철제바구니,B,34,76,76,159
2103,BL2102,버튼립스틱 04.젤러시오렌지,A,64,47,63,282
2104,8809764510037,(1매) 프레쉬힐 KF94 마스크(새부리형/블랙),A,14,93,25,202
2105,4100014111000,뚜레쥬르 파우더수납장,B,25,45,27,261
2106,CMZ110489,고양이 윈도우 해먹4,C,7,5,24,57
2107,10014020002,[TA221VT53P] stitch slim vest-ivory-1,C,63,73,79,134
2108,8809393500973,프루낵 제주감귤 20g X 5입,C,16,86,82,155
2109,O1FBTT24004XXX,스파클 토트 CREAM,B,25,95,58,86
