상품코드,상품명,ABC,단품가로(mm),단품세로(mm),단품높이(mm),중량(g)
RM212S001WT235,RM212S001 WHITE,C,5,22,1,240
CMZ111370,반팔티살구,A,11,55,83,112
8809079207219,더퓨어로터스 제주 보태니컬 선크림,A,49,99,22,104
Logo Hoody grey-S,로고 후드-그레이 컬러,C,10,87,53,175
IN-AK-002,인소의 법칙 아크릴 키링 B. 반여령,B,14,20,92,19
Logo Hoody Blue-L,로고 후드-블루 컬러,B,71,50,10,217
O1SPPW13099XXX,제마 폰월렛 SKY BLUE XXX,C,30,94,94,278
O2SBCB46149XXX,루키 크랙 크로스바디-BUTTER CREAM,B,25,66,19,80
O1FSSS51011245,Alley Sneakers GREY,C,98,98,74,123
O9SSDV27062225,데이나 포포 드라이빙슈즈 LAVENDER 225,C,91,37,94,243
7613036958981,스타벅스 카페 베로나 10캡슐,C,53,86,23,145
7118409000026,토킹피스 불꽃,C,12,46,74,136
O0FPAC06011XXX,멜란지 야니랩GREY,A,54,80,30,205
O1FBTT31145XXX,조앤 토트-WAVE BLUE,A,72,6,23,44
Stripe T/sh-Blue-M,스트라이프-블루,B,16,23,36,26
O0FBSP38009XXX,제이미 N 쇼퍼BLACK,A,40,16,65,172
7118409000187,더자람 스티커(7118409000163),A,15,37,47,84
10004220002,stripe wide pintuck pants-stripe-m,C,37,5,38,75
O1FBCB20146XXX,엘레나 크로스바디 STONE GREY,C,41,44,13,39
O1FBCB37231XXX,리사 크로스바디 DEEP GREEN,C,33,87,50,239
NBNS74W14219070,"WOMEN 사선 그래픽 레깅스, Black, 070",B,79,6,70,96
8802863124532,제이엠 비컴포르테,A,36,48,22,74
CMZ110557,깃털 창문 장난감,B,86,52,66,62
RM204S007WH235,윈드레이서 스프리트,B,57,85,98,72
10011720002,[TA212JK05P] tailored velvet coat-navy-1,C,86,19,49,91
O0SBCL54007XXX,테일러 클러치 PEWTER XXX,A,5,50,31,88
0057-74,new 로고티 - 레몬,C,44,85,73,96
O1SBSD49009XXX,나디아 숄더 BLACK XXX,C,28,37,23,154
IN-AK-004,인소의 법칙 아크릴 키링 D. 유천영,B,27,4,99,93
O1FBSD10009XXX,미셀 숄더 BLACK,C,28,27,39,30
O8SCTS15009066,LONG SLV LEATHER PTCH TS BLACK 066,B,54,28,55,242
O9FHSK0723100L,FLARE LEATHER SKIRT DEEP GREEN 00L,B,81,59,24,14
AB-CBDS,CB_공룡,B,28,37,17,79
O1FSSS51009235,Alley Sneakers BLACK,C,52,29,26,41
O2SBSD26151XXX,엘프나 숄더_SWEET GREEN,C,17,74,88,287
O1SBSD64009XXX,티라 숄더 BLACK XXX,A,59,56,39,30
72SQ-010117,"포인트앤뷰 개인정보 보호필름 17"" W",C,54,77,56,292
RM204J008GD,미정마야 버블드 클러스터 허기 이어링 GOLD_F,C,48,70,61,217
CMZ111684,지퍼숨숨집S,C,32,89,22,174
8809764510020,(1매) 프리스틴 KF94 마스크(새부리형/화이트),C,84,46,87,166
RM211H006DY,Ponytail Medium Scrunchie Dark Gray,C,26,96,54,109
900052,페인트파레트,A,72,82,22,150
O1SBBC70130XXX,마틀렌 버킷 VANILLA CREAM XXX,A,31,61,10,227
UG-AFS-001,아크릴 액자 3종세트(개별3종)+ 특전카드 ,C,47,93,12,32
10013820002,[TA221VT53P] stitch slim vest-black-1,A,70,47,43,293
8809733531179,"포인트앤뷰 지문방지 AFP_BLC 갤럭시 북프로 360 13""W9",C,55,26,35,108
8809389351718,에콜린 마마스 케어크림 ,B,54,75,20,238
O1SCDR010090FR,SHIRTS COLLAR GATHER DRESS - BLACK 0FR,C,18,74,85,229
CMZ110694,고양이연어고기사료,A,24,81,87,91
ADLSKCR001-V01,엘드라뽀 쓰리 세컨 루미너스 크림,C,96,46,6,129
Short Pants M-grey-M,반바지-그레이 컬러,A,26,62,56,161
900020,워터페인트 250ml 흰색,C,98,22,29,186
RM204J012PC,하트 스테이트 펜던트 넥크리스 PEACH_F,B,49,3,73,127
VD-PC-001,악역의 엔딩은 죽음뿐 엽서세트 (6종+봉투),B,84,75,47,289
IN-AS-004,인소의 법칙 아크릴 스탠드 D. 권은형,C,52,98,85,151
GNGHRTR004-V01,고잉그레이 트리트먼트 에쉬로제,B,99,40,57,88
O2SBBC29155XXX,알리 버킷+KELLY GREEN,A,78,95,4,261
8809653771211,에어퀸 에센셜 생리대 롱라이너 20P,B,52,18,31,250
 JRD_DOT2_AP ,도트마카북세트,A,42,36,83,72
20LSOU0BE,"[하울팟]아웃도어 리드줄,F,베이지",B,2,57,68,31
NBPD8S530W10260,"U520DA, White, 260",B,8,60,93,56
O9FHPT0625900S,WIDE LEATHER PANTS BRICK 00S,C,41,81,99,188
O1FSSO54009230,헤리티지 L 스니커즈 BLACK,C,19,3,28,138
O8FBCB21009XXX,제라드 크로스바디 BLACK XXX,C,85,88,67,292
O1FBBC16009XXX,셀레나 버킷 BLACK,A,31,23,83,22
8809668703849,비타민C 포뮬러 7포,B,10,5,3,246
CMZ110526,스테인레스 끈 1개,B,58,19,79,149
O0FBSD95009XXX,리브숄더BLACK,A,46,67,7,110
O2SBSD61048XXX,스텔라 숄더_CLOUD,A,25,4,97,23
CMZ110144,방울 캔디주머니 막대봉,B,49,66,74,133
RD-PM-002, 그녀가 공작저로 가야했던 사정 손거울B 아담,A,18,25,28,6
BGLMUMA003-V01,벨그림 스키니 컬 픽스카라 브라운,B,23,88,18,198
72SQ-010224,"포인트앤뷰 개인정보 보호필름 24"" W9",B,83,37,15,279
0210SET3,"크림세트C-크림 2,비누 1,헤어 1,크림샘플 1",B,44,21,36,59
358122321,SILVER Alpha 5W40,C,40,4,69,184
0214-02,마스크 (피부 진정 앤 미백) 낱장 1개,A,81,42,36,125
O1FBTT13144XXX,안나 미니 토트 BOTTLE GREEN,B,54,98,35,201
900002,빅아트세트,B,65,38,62,242
O1FCJK10078055,LEATHER BUTTON UP CROP JACKET,B,14,33,1,205
2130001111007,레지옹-다크브라운,A,92,13,46,213
7613036958981,스타벅스 카페 베로나 10캡슐,C,91,70,71,106
RM212S001WT240,RM212S001 WHITE,C,83,35,40,248
RM204H005GN,핸드메이드 소프트 셔닐 스크런치(오션) GREEN_F,C,64,94,6,193
